_id,RSN,YEAR REGISTERED,YEAR BUILT,YEAR EVALUATED,PROPERTY TYPE,WARD,WARDNAME,SITE ADDRESS,CONFIRMED STOREYS,CONFIRMED UNITS,EVALUATION COMPLETED ON,CURRENT BUILDING EVAL SCORE,PROACTIVE BUILDING SCORE,CURRENT REACTIVE SCORE,NO OF AREAS EVALUATED,NUMBERING OF PROPERTY,EXTERIOR GROUNDS,FENCING,RETAINING WALLS,CATCH BASINS / STORM DRAINAGE,BUILDING EXTERIOR,BALCONY GUARDS,WINDOWS,EXT. RECEPTACLE STORAGE AREA,EXTERIOR WALKWAYS,CLOTHING DROP BOXES,ACCESSORY BUILDINGS,INTERCOM,EMERGENCY CONTACT SIGN,LOBBY - WALLS AND CEILING,LOBBY FLOORS,LAUNDRY ROOM,INT. RECEPTACLE STORAGE AREA,MAIL RECEPTACLES,EXTERIOR DOORS,STORAGE AREAS/LOCKERS MAINT.,POOLS,OTHER AMENITIES,PARKING AREAS,ABANDONED EQUIP./DERELICT VEH.,GARBAGE/COMPACTOR ROOM,ELEVATOR MAINTENANCE,ELEVATOR COSMETICS,INT. HALLWAY - WALLS / CEILING,INTERIOR HALLWAY FLOORS,INT. LOBBY / HALLWAY LIGHTING,COMMON AREA VENTILATION,ELECTRICAL SERVICES / OUTLETS,CHUTE ROOMS - MAINTENANCE,STAIRWELL - WALLS AND CEILING,STAIRWELL - LANDING AND STEPS,STAIRWELL LIGHTING,INT. HANDRAIL / GUARD - SAFETY,INT. HANDRAIL / GUARD - MAINT.,GRAFFITI,BUILDING CLEANLINESS,COMMON AREA PESTS,TENANT NOTIFICATION BOARD,PEST CONTROL LOG,MAINTENANCE LOG,CLEANING LOG,VITAL SERVICE PLAN,ELECTRICAL SAFETY PLAN,STATE OF GOOD REPAIR PLAN,TENANT SERVICE REQUEST LOG,GRID,LATITUDE,LONGITUDE,X,Y
626,4155726,2017,1989,2023,TCHC,19,Beaches-East York,33 COATSWORTH CRES,5,128,2023-10-11,85,85,0,47,2,2,3,3,1,2,3,3,2,2,N/A,3,3,3,3,2,3,3,3,2,N/A,N/A,3,1,3,3,3,3,3,3,3,3,3,3,3,2,3,1,1,2,2,3,1,2,3,3,3,3,3,3,S1931,43.6792629925,-79.3201512401,319285.482,4837494.411
627,4152899,2017,1957,2023,PRIVATE,04,Parkdale-High Park,99 COE HILL DR,4,81,2023-09-19,92,92,0,43,3,3,3,3,2,2,3,3,3,3,N/A,N/A,3,3,3,3,2,N/A,3,3,2,N/A,N/A,3,3,N/A,3,3,3,2,3,3,3,N/A,3,3,3,1,2,3,2,3,3,3,3,1,3,3,3,3,S0430,43.6416349795,-79.47294432,306967.248,4833298.916
628,4153994,2017,1935,2023,PRIVATE,12,Toronto-St. Paul's,190 COLIN AVE,6,40,2023-11-06,86,86,0,41,3,2,2,2,3,2,N/A,3,2,3,N/A,N/A,3,2,3,3,2,N/A,3,3,2,N/A,N/A,2,2,N/A,3,3,2,2,3,2,N/A,N/A,2,3,3,2,2,2,3,3,2,3,3,3,3,3,3,3,S1227,43.705544597,-79.402852447,312613.742,4840404.134
629,5241001,2023,2022,2023,PRIVATE,11,University-Rosedale,555 COLLEGE ST,9,61,2023-10-12,99,99,0,46,3,3,N/A,3,3,3,3,3,N/A,3,N/A,3,3,3,3,3,3,3,3,3,3,N/A,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,3,S1142,,,311884.95,4834820.415
630,4221299,2017,1950,2023,PRIVATE,09,Davenport,1094 COLLEGE ST,3,19,2023-10-17,79,79,0,36,3,3,3,3,N/A,2,N/A,3,3,3,N/A,N/A,3,1,2,2,2,N/A,3,2,N/A,N/A,N/A,N/A,3,N/A,N/A,N/A,2,2,2,N/A,3,N/A,2,3,2,3,3,3,3,3,1,1,1,1,1,1,1,1,S0934,43.6528825044,-79.4321278569,310259.331,4834550.221
631,4288472,2018,2016,2023,SOCIAL HOUSING,13,Toronto Centre,75 COOPERAGE ST,12,145,2023-06-20,98,98,0,43,3,3,3,N/A,3,3,N/A,3,N/A,3,N/A,N/A,3,3,3,3,2,3,3,3,N/A,N/A,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,S1336,43.653300151,-79.35672646,316341.205,4834605.327
632,4155298,2017,1977,2023,PRIVATE,03,Etobicoke-Lakeshore,90 CORDOVA AVE,13,184,2023-06-29,85,85,0,44,3,2,3,N/A,3,2,2,2,2,3,N/A,N/A,3,3,3,3,2,N/A,3,3,1,N/A,N/A,2,3,2,3,3,2,3,3,3,3,1,3,2,3,3,2,3,2,3,2,3,3,3,1,2,1,3,W0321,43.648139694,-79.5237605383,302867.459,4834021.602
633,4253901,2017,1963,2023,PRIVATE,14,Toronto-Danforth,20 COSBURN AVE,3,30,2023-08-02,94,94,0,40,3,3,3,2,3,2,3,3,3,3,N/A,N/A,3,3,3,3,2,N/A,3,3,N/A,N/A,N/A,3,3,N/A,N/A,N/A,3,3,3,3,3,N/A,2,2,3,3,1,3,3,3,3,3,3,3,3,3,3,3,S1421,43.688689178,-79.354108641,316545.506,4838537.252
634,4154111,2017,1962,2023,PRIVATE,14,Toronto-Danforth,25 COSBURN AVE,22,129,2023-08-09,97,97,0,46,3,3,3,3,3,2,3,3,3,3,N/A,N/A,3,3,3,3,3,N/A,3,3,3,N/A,3,2,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,S1421,43.688134959,-79.353601113,316586.531,4838475.75
635,4154131,2017,1965,2023,PRIVATE,14,Toronto-Danforth,30 COSBURN AVE,5,26,2023-08-02,92,92,0,39,3,3,3,N/A,3,2,3,3,3,3,N/A,2,3,3,2,2,2,N/A,3,3,N/A,N/A,N/A,N/A,3,N/A,N/A,N/A,2,3,2,3,3,N/A,2,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,S1421,43.688894585,-79.352727757,316656.787,4838560.264
636,4154129,2017,1970,2023,PRIVATE,14,Toronto-Danforth,80 COSBURN AVE,15,84,2023-08-09,98,98,0,46,3,3,3,3,3,3,3,3,3,3,N/A,N/A,3,3,3,3,3,N/A,3,3,3,N/A,3,3,3,3, 3,3,2,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,S1421,43.68928849,-79.350921858,316802.284,4838604.27
637,4154114,2018,1986,2023,PRIVATE,14,Toronto-Danforth,91 COSBURN AVE,11,86,2023-09-10,82,82,0,45,3,3,3,3,3,2,3,3,2,3,2,3,3,0,3,3,3,N/A,3,3,N/A,N/A,3,1,3,N/A,3,3,3,3,3,2,3,N/A,3,2,3,2,2,3,2,3,1,1,1,1,0,1,1,1,S1421,43.688818076,-79.350241642,316857.213,4838552.103
638,4154128,2017,1961,2023,PRIVATE,14,Toronto-Danforth,100 COSBURN AVE,7,140,2023-08-15,98,98,0,43,3,3,3,N/A,3,3,3,3,3,3,N/A,N/A,3,3,3,3,3,N/A,3,3,3,N/A,3,2,3,N/A,3,3,2,3,3,3,3,N/A,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,S1421,43.689440499,-79.350037635,316873.531,4838621.28
