_id,RSN,YEAR REGISTERED,YEAR BUILT,YEAR EVALUATED,PROPERTY TYPE,WARD,WARDNAME,SITE ADDRESS,CONFIRMED STOREYS,CONFIRMED UNITS,EVALUATION COMPLETED ON,CURRENT BUILDING EVAL SCORE,PROACTIVE BUILDING SCORE,CURRENT REACTIVE SCORE,NO OF AREAS EVALUATED,NUMBERING OF PROPERTY,EXTERIOR GROUNDS,FENCING,RETAINING WALLS,CATCH BASINS / STORM DRAINAGE,BUILDING EXTERIOR,BALCONY GUARDS,WINDOWS,EXT. RECEPTACLE STORAGE AREA,EXTERIOR WALKWAYS,CLOTHING DROP BOXES,ACCESSORY BUILDINGS,INTERCOM,EMERGENCY CONTACT SIGN,LOBBY - WALLS AND CEILING,LOBBY FLOORS,LAUNDRY ROOM,INT. RECEPTACLE STORAGE AREA,MAIL RECEPTACLES,EXTERIOR DOORS,STORAGE AREAS/LOCKERS MAINT.,POOLS,OTHER AMENITIES,PARKING AREAS,ABANDONED EQUIP./DERELICT VEH.,GARBAGE/COMPACTOR ROOM,ELEVATOR MAINTENANCE,ELEVATOR COSMETICS,INT. HALLWAY - WALLS / CEILING,INTERIOR HALLWAY FLOORS,INT. LOBBY / HALLWAY LIGHTING,COMMON AREA VENTILATION,ELECTRICAL SERVICES / OUTLETS,CHUTE ROOMS - MAINTENANCE,STAIRWELL - WALLS AND CEILING,STAIRWELL - LANDING AND STEPS,STAIRWELL LIGHTING,INT. HANDRAIL / GUARD - SAFETY,INT. HANDRAIL / GUARD - MAINT.,GRAFFITI,BUILDING CLEANLINESS,COMMON AREA PESTS,TENANT NOTIFICATION BOARD,PEST CONTROL LOG,MAINTENANCE LOG,CLEANING LOG,VITAL SERVICE PLAN,ELECTRICAL SAFETY PLAN,STATE OF GOOD REPAIR PLAN,TENANT SERVICE REQUEST LOG,GRID,LATITUDE,LONGITUDE,X,Y
1516,4155756,,1927,2023,PRIVATE,12,Toronto-St. Paul's,6 PINEWOOD AVE,3,11,2023-08-11,58,58,0,37,2,2,N/A,N/A,N/A,1,2,2,1,2,N/A,2,2,1,1,1,2,N/A,2,2,N/A,N/A,N/A,N/A,2,N/A,N/A,N/A,1,1,2,2,3,N/A,1,1,2,1,2,3,2,3,2,2,3,3,1,1,1,1,S1229,43.682454983,-79.425041007,310827.715,4837837.046
1517,4154973,,1925,2023,PRIVATE,12,Toronto-St. Paul's,8 PINEWOOD AVE,3,11,2023-08-11,54,54,0,36,2,1,N/A,N/A,N/A,1,1,2,1,2,N/A,2,1,1,2,1,2,N/A,1,2,N/A,N/A,N/A,N/A,3,N/A,N/A,N/A,1,1,2,N/A,3,N/A,2,1,2,1,2,3,2,3,2,1,1,1,1,1,1,1,S1229,43.682584046,-79.425180892,310816.424,4837851.375
1518,4153746,2017,1969,2023,PRIVATE,12,Toronto-St. Paul's,40 PLEASANT BLVD,32,163,2023-08-15,92,92,0,47,3,3,3,3,3,2,3,3,3,3,N/A,N/A,3,3,3,3,3,3,3,3,2,3,N/A,2,3,3,3,3,3,3,3,3,3,3,1,3,3,1,3,3,3,3,2,3,3,3,3,1,1,3,S1238,43.687585593,-79.392430262,313456.285,4838409.917
1519,4153375,2017,1959,2023,PRIVATE,12,Toronto-St. Paul's,268 POPLAR PLAINS RD,10,59,2023-08-14,87,87,0,41,3,3,3,3,3,2,N/A,2,2,2,N/A,N/A,3,3,3,3,2,N/A,3,3,N/A,N/A,N/A,2,2,N/A,3,3,2,3,3,3,3,N/A,1,3,3,3,3,3,3,3,3,1,3,1,1,1,1,3,S1237,43.6856691737,-79.4040338654,312521.347,4838194.933
1520,4789395,2020,2019,2023,PRIVATE,03,Etobicoke-Lakeshore,571 PRINCE EDWARD DR N,8,115,2023-08-29,94,94,0,46,3,3, 3, 3,3,3, 3,3, N/A,3,N/A,3,3,3,3,3, N/A, 3, 3,3, 3,N/A, 3,3, 3, 1,3,3,3, 3,3,3,3, 1,3,3,3,3,3, 3,3,3,1, 3, 3,1, 3,1, 3,1,W0322,,,303978.296,4835359.585
1521,4153395,2017,1900,2023,SOCIAL HOUSING,13,Toronto Centre,147 QUEEN ST E,7,76,2023-07-22,88,88,0,37,3,3,N/A,N/A,N/A,2,N/A,3,N/A,2,N/A,N/A,3,3,2,3,2,3,3,2,N/A,N/A,N/A,N/A,3,N/A,3,2,2,2,3,3,3,N/A,2,2,3,2,3,3,3,3,3,3,3,3,3,2,3,3,S1334,43.6535746622,-79.3726782657,315054.67,4834632.752
1522,4153566,2017,1984,2023,TCHC,13,Toronto Centre,540 QUEEN ST E,6,44,2023-06-07,99,99,0,43,3,3,3,3,3,2,3,3,3,3,N/A,N/A,3,3,3,3,3,3,3,3,N/A,N/A,N/A,N/A,3,N/A,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,S1330,43.657342412,-79.357649785,316265.96,4835054.266
1523,4153633,2017,1993,2023,SOCIAL HOUSING,14,Toronto-Danforth,1070 QUEEN ST E,5,177,2023-06-23,93,94,-1,45,3,3,3,N/A,3,3,3,3,2,3,N/A,N/A,3,3,3,3,2,3,3,3,N/A,N/A,2,2,3,3,3,3,1,2,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,S1435,43.6620660934,-79.3367847076,317948.115,4835581.161
1524,4153637,2017,1990,2023,SOCIAL HOUSING,14,Toronto-Danforth,1480 QUEEN ST E,4,25,2023-09-13,67,67,0,39,3,3,N/A,2,3,3,N/A,2,3,3,N/A,3,1,3,1,1,1,N/A,1,1,N/A,N/A,N/A,N/A,3,3,N/A,N/A,1,2,1,N/A,3,3,1,1,2,1,1,3,3,3,1,1,1,1,1,1,1,1,S1439,43.66557523,-79.321020795,319218.389,4835974.545
1525,4153673,2017,1925,2023,PRIVATE,19,Beaches-East York,1836 QUEEN ST E,4,30,2023-08-13,76,76,0,38,2,3,N/A,1,3,1,N/A,2,2,2,N/A,N/A,3,2,2,2,2,N/A,2,2,N/A,N/A,N/A,2,3,N/A,N/A,N/A,2,2,3,3,3,N/A,1,1,3,3,2,3,2,3,3,1,1,3,3,3,3,1,S1937,43.6684598397,-79.3083945127,320236.165,4836296.316
1526,4153687,2017,1923,2023,PRIVATE,19,Beaches-East York,2150 QUEEN ST E,4,16,2023-09-18,87,87,0,36,3,2,N/A,3,N/A,1,3,3,3,2,N/A,3,3,3,3,3,N/A,N/A,3,3,N/A,N/A,N/A,2,3,N/A,N/A,N/A,3,3,3,N/A,N/A,N/A,3,3,3,3,3,3,3,3,2,0,0,0,3,0,3,0,S1939,43.671968236,-79.29178994,321573.963,4836690.259
1527,4653431,2019,1965,2023,PRIVATE,19,Beaches-East York,2178 QUEEN ST E,3,21,2023-07-24,71,71,0,36,3,2,3,1,N/A,2,N/A,2,2,2,N/A,N/A,3,3,2,2,N/A,N/A,2,2,N/A,N/A,N/A,2,3,N/A,N/A,N/A,2,1,2,N/A,3,N/A,2,2,2,3,2,3,2,3,2,1,1,1,1,1,1,1,S1939,43.6722063299,-79.2908934269,321646.453,4836715.931
1528,4228766,2017,1905,2023,PRIVATE,19,Beaches-East York,2218 QUEEN ST E,3,16,2023-06-30,81,81,0,35,1,2,N/A,N/A,3,2,N/A,3,3,2,N/A,N/A,3,2,2,2,2,N/A,3,3,N/A,N/A,N/A,N/A,3,N/A,N/A,N/A,3,3,2,N/A,3,N/A,2,3,2,2,2,2,2,3,3,3,3,1,3,1,3,3,S1940,43.672764209,-79.2883036582,321855.126,4836778.436
1529,4250634,2018,1925,2023,PRIVATE,19,Beaches-East York,2367 QUEEN ST E,3,24,2023-10-18,89,89,0,36,3,3,N/A,N/A,N/A,2,N/A,2,3,2,N/A,N/A,3,3,3,3,2,N/A,3,3,3,N/A,N/A,3,3,N/A,N/A,N/A,2,3,3,N/A,3,N/A,2,2,3,3,3,3,3,3,2,2,1,1,3,3,3,1,S1942,43.6721682166,-79.2883005888,321855.542,4836712.225
1530,4153666,2017,1930,2023,PRIVATE,19,Beaches-East York,2373 QUEEN ST E,3,27,2023-09-18,72,72,0,38,3,3,N/A,2,N/A,3,3,3,3,1,N/A,3,3,1,3,2,3,N/A,2,2,2,N/A,N/A,1,3,N/A,N/A,N/A,2,2,3,N/A,N/A,N/A,2,2,2,3,3,3,2,3,1,0,0,0,0,0,0,0,S1942,43.6723206085,-79.2877515365,321899.772,4836729.269
1531,4288799,2017,1920,2023,PRIVATE,19,Beaches-East York,2393 QUEEN ST E,3,24,2023-06-30,70,70,0,37,3,2,2,2,3,2,N/A,1,3,2,N/A,N/A,3,3,2,2,2,N/A,2,2,N/A,N/A,N/A,N/A,3,N/A,N/A,N/A,1,1,2,N/A,3,N/A,2,2,2,1,2,3,2,3,2,1,1,1,1,1,1,1,S1942,43.6725074759,-79.286877033,321970.236,4836750.21
1532,4152558,2017,1920,2023,PRIVATE,20,Scarborough Southwest,2400 QUEEN ST E,4,32,2023-10-12,89,89,0,36,3,2,3,3,N/A,2,N/A,2,3,2,N/A,N/A,3,3,3,3,3,N/A,3,3,N/A,N/A,N/A,N/A,3,N/A,N/A,N/A,2,2,2,N/A,3,N/A,2,3,3,2,3,2,3,3,3,3,1,3,3,3,3,3,E2033,43.6746856483,-79.2801413313,322512.757,4836993.597
1533,4288792,2017,1920,2023,PRIVATE,19,Beaches-East York,2401 QUEEN ST E,3,21,2023-06-29,80,80,0,37,3,3,2,2,3,2,N/A,3,3,2,N/A,N/A,3,1,2,2,2,N/A,3,3,N/A,N/A,N/A,N/A,3,N/A,N/A,N/A,2,2,3,N/A,3,N/A,2,3,3,3,3,3,2,3,1,1,1,1,1,1,1,1,S1942,43.6726715141,-79.286127172,322030.657,4836768.588
1534,4152557,2017,1932,2023,PRIVATE,20,Scarborough Southwest,2402 QUEEN ST E,4,21,2023-08-03,94,94,0,40,3,2,3,3,3,3,N/A,2,3,2,N/A,3,3,3,3,3,3,N/A,3,3,3,N/A,N/A,3,3,N/A,N/A,N/A,3,3,3,N/A,3,N/A,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,E2033,43.674568931,-79.279856653,322540.371,4836989.545
1535,4152556,2017,1937,2023,PRIVATE,20,Scarborough Southwest,2406 QUEEN ST E,4,13,2023-08-03,93,93,0,40,3,2,3,3,3,2,N/A,2,3,3,N/A,3,3,3,3,3,3,N/A,3,3,3,N/A,N/A,3,3,N/A,N/A,N/A,3,3,3,N/A,3,N/A,2,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,E2033,43.6747748062,-79.2796021139,322556.21,4837003.617
1536,4152555,2017,1957,2023,PRIVATE,20,Scarborough Southwest,2412 QUEEN ST E,3,17,2023-10-02,82,82,0,38,3,3,N/A,N/A,3,2,2,2,3,2,N/A,N/A,3,3,3,3,2,N/A,2,2,2,N/A,N/A,2,3,N/A,N/A,N/A,3,3,3,N/A,3,N/A,3,2,3,3,2,3,3,3,3,3,3,3,0,0,0,3,E2033,43.6748716677,-79.2794749048,322566.439,4837014.405
1537,4152560,2017,1970,2023,PRIVATE,20,Scarborough Southwest,2440 QUEEN ST E,6,24,2023-10-12,97,97,0,44,3,3,3,3,3,2,3,2,3,3,N/A,N/A,3,3,3,3,3,N/A,3,3,3,N/A,N/A,3,3,N/A,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,E2033,43.6751742383,-79.2785094053,322644.203,4837048.226
1538,4153668,2017,1920,2023,PRIVATE,19,Beaches-East York,2449 QUEEN ST E,4,29,2023-09-18,65,65,0,36,3,2,N/A,3,N/A,3,N/A,3,0,1,N/A,3,3,0,2,2,3,N/A,3,3,N/A,N/A,N/A,0,0,N/A,N/A,N/A,2,2,2,N/A,N/A,N/A,2,2,2,3,3,3,3,3,2,0,0,0,0,0,0,0,S1942,43.6730490225,-79.2843149122,322176.688,4836810.9
1539,4153669,2017,1920,2023,PRIVATE,19,Beaches-East York,2451 QUEEN ST E,4,29,2023-09-18,74,74,0,35,3,2,N/A,2,N/A,2,N/A,3,0,2,N/A,3,3,2,2,3,3,N/A,3,1,N/A,N/A,N/A,N/A,3,N/A,N/A,N/A,3,2,3,N/A,N/A,N/A,3,3,3,3,3,3,3,3,1,0,0,0,0,0,0,0,S1942,43.6731276017,-79.2840966944,322194.262,4836819.675
1540,4152836,2017,1979,2023,PRIVATE,24,Scarborough-Guildwood,30 LIVONIA PL,13,200,2023-08-16,93,93,0,44,3,3,3,N/A,3,3,3,2,2,2,N/A,N/A,3,3,3,3,3,N/A,3,3,N/A,N/A,1,2,3,1,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,E2423,43.786028954,-79.204498435,328567.963,4849383.17
1541,4152559,2017,1954,2023,PRIVATE,20,Scarborough Southwest,3000 QUEEN ST E,4,30,2023-08-01,95,95,0,39,3,3,3,3,N/A,3,N/A,2,3,3,N/A,3,3,3,3,3,3,N/A,3,3,3,N/A,N/A,3,3,N/A,N/A,N/A,3,3,2,N/A,3,N/A,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,E2033,43.6753306295,-79.2779449422,322689.673,4837065.722
1542,4152563,2018,1932,2023,PRIVATE,20,Scarborough Southwest,3008 QUEEN ST E,4,16,2023-09-06,86,86,0,38,3,3,3,3,3,2,N/A,2,3,3,N/A,N/A,1,1,3,3,3,N/A,3,1,N/A,N/A,N/A,3,3,N/A,N/A,N/A,3,1,3,N/A,3,N/A,2,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,E2033,43.6754276016,-79.277427743,322731.349,4837076.607
1543,4155743,2017,1954,2023,PRIVATE,20,Scarborough Southwest,3015 D QUEEN ST E,4,16,2023-07-11,93,93,0,40,3,2,3,3,3,3,N/A,3,3,3,N/A,N/A,3,3,3,3,1,N/A,3,3,3,N/A,3,2,3,N/A,N/A,N/A,3,2,3,N/A,3,N/A,3,3,3,1,3,3,2,3,3,3,3,3,3,3,3,3,E2033,43.6747055108,-79.2773893392,322734.656,4836996.394
1544,4317586,2018,1954,2023,PRIVATE,20,Scarborough Southwest,3015 QUEEN ST E,4,15,2023-06-05,95,95,0,37,3,3,N/A,N/A,N/A,2,N/A,3,3,3,N/A,N/A,3,3,3,3,3,N/A,3,3,N/A,N/A,3,2,3,N/A,N/A,N/A,3,3,3,3,3,N/A,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,E2033,43.6746668318,-79.2776535124,322713.366,4836992.04
1545,4317590,2018,1954,2023,PRIVATE,20,Scarborough Southwest,3017 QUEEN ST E,4,15,2023-08-01,96,96,0,39,3,3,3,3,3,3,N/A,2,3,3,N/A,N/A,3,3,3,3,3,N/A,3,3,3,N/A,N/A,3,3,N/A,N/A,N/A,2,3,3,N/A,3,N/A,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,E2033,43.6747570284,-79.2771547349,322753.558,4837002.168
1546,4153035,2017,1910,2023,SOCIAL HOUSING,04,Parkdale-High Park,1387 QUEEN ST W,4,23,2023-10-02,78,78,0,37,3,2,2,2,N/A,2,N/A,2,2,2,N/A,N/A,3,3,2,2,3,N/A,3,2,3,N/A,N/A,N/A,3,N/A,N/A,N/A,2,2,3,N/A,3,N/A,2,3,3,1,3,2,2,3,3,1,1,3,1,1,1,3,S0436,43.640425518,-79.436224414,309929.667,4833167.036
1547,5285930,,,2023,PRIVATE,04,Parkdale-High Park,1496 QUEEN ST W,4,12,2023-10-30,79,79,0,36,1,N/A,N/A,N/A,3,1,N/A,3,N/A,N/A,N/A,2,3,3,2,3,N/A,N/A,3,3,N/A,N/A,2,N/A,3,N/A,3,2,1,1,3,3,3,N/A,1,2,3,3,2,1,2,3,1,2,1,2,3,1,3,1,S0435,43.640614384,-79.437848643,309798.608,4833187.926
1548,4153009,2017,1912,2023,PRIVATE,04,Parkdale-High Park,1501 QUEEN ST W,3,38,2023-10-18,77,77,0,34,3,2,3,N/A,3,2,N/A,2,1,2,N/A,N/A,3,3,2,2,N/A,N/A,2,2,N/A,N/A,N/A,N/A,3,N/A,N/A,N/A,1,2,2,N/A,N/A,N/A,1,2,3,3,2,1,1,3,3,3,3,1,3,1,3,3,S0436,43.639607448,-79.440903239,309552.238,4833075.896
1549,4153004,2017,1900,2023,PRIVATE,04,Parkdale-High Park,1621 QUEEN ST W,6,74,2023-10-27,77,77,0,39,3,1,3,N/A,3,1,N/A,2,3,2,N/A,N/A,3,2,3,2,2,N/A,3,3,N/A,N/A,N/A,2,3,N/A,3,1,2,1,2,N/A,3,N/A,2,2,2,3,2,2,1,3,3,1,1,1,3,1,3,2,S0436,43.638769687,-79.444880485,309231.4,4832982.61
1550,4155468,2017,1994,2023,TCHC,01,Etobicoke North,900 QUEENS PLATE DR,16,204,2023-07-20,84,84,0,41,2,2,N/A,N/A,3,2,3,3,N/A,3,N/A,N/A,3,3,3,3,2,N/A,3,2,N/A,N/A,N/A,1,3,2,3,2,2,2,2,3,3,2,1,2,2,3,2,1,1,3,3,3,3,1,3,3,3,3,W0127,43.720003879,-79.603372534,296449.206,4842001.861
1551,4154936,2017,1930,2023,PRIVATE,12,Toronto-St. Paul's,17 RAGLAN AVE,4,16,2023-09-27,90,90,0,37,3,3,2,3,3,2,N/A,3,2,3,N/A,N/A,3,3,3,2,N/A,N/A,3,3,N/A,N/A,N/A,N/A,3,N/A,N/A,N/A,2,3,3,3,3,N/A,3,3,3,3,3,3,3,3,2,1,1,1,1,1,1,1,S1229,43.6838687867,-79.4195252929,311272.552,4837993.57
1552,4154937,2017,1930,2023,PRIVATE,12,Toronto-St. Paul's,21 RAGLAN AVE,3,12,2023-10-17,87,87,0,35,3,2,3,N/A,N/A,2,N/A,3,2,3,N/A,N/A,3,2,3,3,N/A,N/A,3,3,N/A,N/A,N/A,N/A,3,N/A,N/A,N/A,3,3,3,3,3,N/A,2,3,3,3,3,3,3,3,2,1,1,1,1,1,1,1,S1229,43.6839669504,-79.4195812784,311268.028,4838004.472
1553,4154963,2017,1960,2023,PRIVATE,12,Toronto-St. Paul's,40 RAGLAN AVE,7,61,2023-10-31,85,85,0,41,3,2,N/A,3,3,2,3,2,3,2,N/A,N/A,3,3,3,3,2,N/A,2,2,N/A,N/A,N/A,2,3,N/A,3,3,2,2,3,2,2,N/A,2,1,3,3,3,3,3,3,2,3,3,3,3,3,3,3,S1229,43.684203196,-79.4203922096,311202.622,4838030.657
1554,4154962,2018,1928,2023,PRIVATE,12,Toronto-St. Paul's,50 RAGLAN AVE,4,32,2023-10-17,69,69,0,38,3,2,3,2,3,1,N/A,2,2,2,N/A,N/A,3,1,3,3,N/A,N/A,3,1,N/A,N/A,N/A,3,3,N/A,N/A,N/A,1,2,1,3,2,N/A,2,2,2,2,2,1,1,3,1,1,1,1,1,1,1,1,S1229,43.6844655265,-79.4205577721,311189.247,4838059.79
1555,4154960,2017,1967,2023,PRIVATE,12,Toronto-St. Paul's,100 RAGLAN AVE,13,230,2023-09-01,86,86,0,45,3,3,3,2,3,1,2,3,3,3,N/A,N/A,3,3,2,2,2,N/A,3,3,2,N/A,N/A,2,3,3,3,3,3,2,2,3,3,3,3,2,3,3,2,3,3,3,3,3,3,3,1,1,1,3,S1229,43.6854489,-79.4209261641,311159.446,4838169.018
1556,4154939,2017,1965,2023,PRIVATE,12,Toronto-St. Paul's,105 RAGLAN AVE,6,34,2023-11-22,93,93,0,42,3,2,1,3,2,2,3,3,3,3,N/A,N/A,3,3,3,3,2,N/A,3,3,N/A,N/A,N/A,2,3,N/A,3,3,3,3,1,3,3,N/A,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,S1229,43.6862572017,-79.4205091035,311192.988,4838258.855
1557,4154940,2017,1967,2023,PRIVATE,12,Toronto-St. Paul's,111 RAGLAN AVE,23,175,2023-07-26,86,86,0,47,3,3,3,3,2,2,3,3,2,2,N/A,N/A,3,3,3,2,2,N/A,3,2,3,2,3,2,3,3,3,3,2,3,3,3,3,2,2,2,2,1,3,2,2,3,3,3,3,3,3,3,3,3,S1229,43.686628503,-79.4207223391,311175.759,4838300.092
1558,4154536,2017,1957,2023,PRIVATE,08,Eglinton-Lawrence,110 RAJAH ST,3,12,2023-08-28,81,81,0,37,3,3,N/A,N/A,3,2,N/A,2,2,3,N/A,2,2,3,2,3,2,N/A,3,3,N/A,N/A,N/A,2,3,N/A,N/A,N/A,2,2,3,N/A,3,N/A,3,2,3,3,3,3,3,3,1,1,1,1,1,1,1,1,N0823,43.731256414,-79.438819074,309712.979,4843257.778
1559,4154535,2017,1957,2023,PRIVATE,08,Eglinton-Lawrence,112 RAJAH ST,3,12,2023-08-28,82,82,0,39,3,3,2,N/A,3,2,2,3,2,2,N/A,2,3,3,2,3,3,N/A,3,3,N/A,N/A,N/A,2,3,N/A,N/A,N/A,2,2,3,N/A,3,N/A,2,2,3,3,3,3,3,3,1,1,1,1,1,1,1,1,N0823,43.731503933,-79.438923714,309704.529,4843285.27
1560,4152925,2017,1994,2023,TCHC,09,Davenport,11 RANDOLPH AVE,6,95,2023-10-24,92,92,0,47,3,2,2,3,3,2,3,3,3,3,N/A,N/A,3,3,2,2,3,3,2,3,2,N/A,3,2,3,3,3,2,2,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,2,3,3,3,3,S0929,43.658290395,-79.450207767,308800.29,4835150.998
1561,4285976,2017,1992,2023,TCHC,09,Davenport,55 RANKIN CRES,9,176,2023-10-05,94,94,0,45,3,2,2,N/A,3,2,3,3,3,2,N/A,N/A,3,3,3,3,3,3,3,2,N/A,N/A,3,2,3,3,3,3,2,3,3,3,3,3,2,3,3,3,3,1,3,3,3,3,3,2,3,3,3,3,S0929,43.65782687,-79.446238612,309108.405,4835149.792
1562,4153869,2017,1950,2023,PRIVATE,15,Don Valley West,153 RANLEIGH AVE,4,28,2023-10-24,88,88,0,40,3,3,2,3,3,1,3,3,2,3,N/A,N/A,3,3,3,2,3,N/A,3,3,N/A,N/A,N/A,3,3,N/A,N/A,N/A,2,2,2,3,3,N/A,2,2,3,3,2,3,2,2,3,3,3,3,3,1,3,3,N1525,43.728243017,-79.398104988,312993.279,4842926.261
1563,4152628,2017,1955,2023,PRIVATE,21,Scarborough Centre,4 RANNOCK ST,4,26,2023-06-23,96,96,0,39,3,3,3,N/A,3,3,N/A,3,1,3,N/A,N/A,3,3,3,3,3,N/A,3,3,3,N/A,N/A,3,3,N/A,N/A,N/A,3,3,3,3,3,N/A,3,3,3,3,3,3,3,3,3,3,1,1,3,1,3,3,E2131,43.7284154866,-79.3006056472,320848.332,4842958.639
1564,4152634,2017,1959,2023,PRIVATE,21,Scarborough Centre,5 RANNOCK ST,4,28,2023-06-23,85,85,0,39,3,3,3,N/A,3,3,3,3,3,3,N/A,N/A,3,3,3,3,3,N/A,3,3,N/A,N/A,N/A,3,3,N/A,N/A,N/A,3,2,2,2,3,N/A,1,3,3,1,2,3,2,3,1,1,1,1,1,1,1,1,E2131,43.7284977107,-79.2991802272,320963.145,4842968.046
1565,4155192,2017,1960,2023,PRIVATE,05,York South-Weston,31 ROCKCLIFFE BLVD,3,39,2023-09-05,78,78,0,40,3,2,2,2,3,2,N/A,2,2,2,N/A,N/A,3,3,3,3,3,N/A,3,2,3,N/A,N/A,2,3,N/A,N/A,N/A,2,2,3,2,2,N/A,2,2,3,3,2,3,2,3,2,0,0,0,1,1,1,0,W0535,43.6812983085,-79.4909278516,305515.835,4837704.985
1566,4154632,2017,1964,2023,PRIVATE,06,York Centre,12 ROCKFORD RD,13,128,2023-06-29,96,96,0,45,3,3,3,3,3,2,3,3,3,3,N/A,N/A,3,3,3,3,3,N/A,3,3,3,3,N/A,2,3,N/A,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,1,3,3,3,3,1,3,N0622,43.7860767435,-79.447735502,308991.179,4849346.616
1567,4153800,2017,1973,2023,PRIVATE,12,Toronto-St. Paul's,101 ROEHAMPTON AVE,20,129,2023-10-18,98,98,0,45,3,3,3,3,3,3,3,3,N/A,3,N/A,N/A,3,2,3,3,2,N/A,3,3,3,N/A,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,S1221,,,313214.933,4840717.855
1568,4153822,2017,1964,2023,PRIVATE,12,Toronto-St. Paul's,200 ROEHAMPTON AVE,13,228,2023-10-16,90,90,0,45,3,2,3,N/A,3,2,2,3,3,2,N/A,N/A,3,3,3,3,3,3,3,3,3,N/A,N/A,2,3,2,3,3,3,2,3,3,3,3,2,2,3,3,2,3,3,3,1,3,3,3,3,3,3,3,S1221,43.70953529,-79.392399206,313455.652,4840848.535
1569,4153806,2017,1970,2023,PRIVATE,15,Don Valley West,299 ROEHAMPTON AVE,12,224,2023-08-03,88,88,0,47,3,2,N/A,2,3,2,3,3,3,2,N/A,3,3,3,2,2,2,2,3,3,N/A,3,3,2,3,2,3,3,2,3,3,3,3,3,2,2,3,3,3,3,3,2,1,3,3,3,3,3,3,3,N1537,,,313710.324,4840865.462
1570,4261706,2017,2015,2023,PRIVATE,15,Don Valley West,305 ROEHAMPTON AVE,16,221,2023-08-12,99,99,0,48,3,3,3,3,3,3,3,3,3,3,N/A,N/A,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,N1537,43.709676333,-79.388685206,313732.785,4840864.055
1571,4153067,2017,1967,2023,PRIVATE,04,Parkdale-High Park,59 RONCESVALLES AVE,4,38,2023-09-01,84,84,0,35,3,3,2,N/A,N/A,2,N/A,2,3,2,N/A,N/A,3,3,3,2,3,N/A,3,2,N/A,N/A,N/A,N/A,3,N/A,N/A,N/A,2,3,3,N/A,3,N/A,2,3,3,3,3,3,3,3,2,1,1,2,1,1,1,1,S0435,43.640711037,-79.446594143,309092.998,4833198.193
1572,4153045,2018,1940,2023,PRIVATE,04,Parkdale-High Park,118 RONCESVALLES AVE,3,30,2023-11-28,89,89,0,35,3,3,2,N/A,N/A,2,N/A,3,3,3,N/A,N/A,3,3,2,2,2,N/A,3,2,N/A,N/A,N/A,N/A,3,N/A,N/A,N/A,3,2,2,N/A,3,N/A,3,2,2,3,2,3,3,3,3,3,3,3,3,3,3,3,S0434,43.642552067,-79.448199755,308963.328,4833402.644
1573,4153051,2017,1914,2023,PRIVATE,04,Parkdale-High Park,310 RONCESVALLES AVE,4,13,2023-10-18,79,79,0,36,3,1,2,N/A,3,2,3,3,2,1,N/A,N/A,3,3,3,2,2,N/A,2,2,N/A,N/A,N/A,N/A,3,N/A,N/A,N/A,2,2,3,N/A,N/A,N/A,3,2,3,1,2,3,1,3,3,1,3,1,3,1,3,3,S0432,43.6492006854,-79.4505020154,308777.417,4834140.227
1574,4153052,2020,1918,2023,PRIVATE,04,Parkdale-High Park,320 RONCESVALLES AVE,4,16,2023-07-10,90,90,0,34, 1,3,N/A,N/A,3,2,N/A,3,3,2,N/A,N/A,N/A,3,3,3,N/A,N/A,3,3,N/A,N/A,N/A,N/A,3,N/A,N/A,N/A,3,3,3,3,3,N/A,3,3,3,2,3,3,3,3,2,3,3,3,3,2,3,3,S0432,43.6500184569,-79.4508259143,308751.234,4834231.062
1575,4153072,2017,1930,2023,PRIVATE,04,Parkdale-High Park,469 RONCESVALLES AVE,4,15,2023-09-05,89,89,0,36,3,3,2,3,N/A,3,3,3,3,2,N/A,N/A,N/A,3,3,2,3,N/A,3,2,N/A,N/A,N/A,N/A,3,N/A,N/A,N/A,2,3,3,N/A,3,N/A,3,2,3,2,2,3,3,3,2,3,3,3,1,3,1,2,S0433,43.653120199,-79.451329542,308710.143,4834576.586
